790,-664,160,189,343,-321,-238,43
817,-728,86,162,477,-156,-407,153
816,-973,168,35,419,-394,-339,-30
588,-898,105,309,570,-11,-642,-46
762,-1082,250,62,523,-220,-663,35
661,-777,-7,201,490,-167,-378,-61
634,-863,-17,206,525,-151,-418,-107
850,-642,396,272,241,-388,-239,111
254,-1179,281,25,716,76,-836,-267
427,318,-136,-6,-260,-208,189,398
203,-1600,241,28,922,196,-1060,-377
493,-855,129,447,481,-92,-476,-219
248,-1573,163,-110,908,119,-993,-364
264,-1665,161,-121,933,105,-991,-386
390,-1334,210,-68,865,183,-945,-107
590,320,48,-80,-425,-471,395,445
629,150,-279,-456,-177,-339,143,537
863,-1049,83,-13,522,-306,-411,39
196,-1606,161,-138,1000,270,-1252,-300
533,58,-274,-442,-172,-361,105,400
757,-955,-23,-10,620,-100,-629,87
473,383,-208,-49,-280,-252,308,417
725,280,-6,-346,-409,-563,383,560
709,398,45,-326,-470,-578,386,584
770,-1085,175,23,520,-269,-570,-8
230,-1364,246,118,837,195,-916,-306
681,-949,23,229,571,-104,-477,-50
369,-1291,282,-38,720,-13,-730,-244
365,-1455,207,-106,913,196,-1034,-147
196,-1021,277,251,688,170,-742,-281
659,-913,72,336,583,-16,-539,-13
452,122,-200,-122,-199,-265,188,333
238,-1415,230,155,908,293,-997,-262
228,-1331,101,-69,844,129,-881,-333
515,202,-265,-105,-173,-206,239,430
829,-995,24,-8,614,-127,-597,136
672,-842,238,265,475,-117,-603,31
769,-593,250,302,249,-386,-125,-9
878,-855,132,24,469,-264,-428,151
530,-153,-240,-426,-124,-381,75,321
720,-962,29,129,632,-26,-661,76
139,-1239,305,257,811,290,-990,-306
326,115,-321,-47,-114,-129,112,247
317,-1317,422,-18,654,-76,-790,-302
459,58,-228,-178,-105,-156,8,410
200,-1524,53,-106,1023,319,-1171,-284
648,-873,52,224,477,-214,-373,-125
599,58,-115,-447,-293,-527,216,396
586,112,-131,-319,-326,-534,363,345
679,-1001,147,241,560,-100,-591,-25
195,-1415,178,93,942,329,-1085,-270
801,-1017,290,-35,404,-408,-516,0
790,-705,91,172,442,-197,-362,104
453,-51,-469,-380,-80,-314,207,234
594,112,-363,-403,-112,-262,140,501
818,-1146,121,56,579,-221,-531,19
336,-1536,333,-224,855,77,-1139,-200
244,-1273,323,103,843,285,-1090,-163
742,-827,153,221,462,-188,-431,32
99,-1454,8,58,999,348,-1061,-406
506,-69,-264,-316,-150,-362,180,293
695,145,-198,-488,-305,-557,362,473
525,130,-304,-251,-179,-305,253,379
904,-797,363,119,353,-330,-428,196
642,-1009,149,180,569,-93,-687,-33
352,122,-190,-57,-276,-371,316,143
389,63,-174,-197,-241,-368,175,216
568,220,53,-181,-376,-453,239,443
398,-1374,305,-169,766,0,-892,-180
319,-1344,515,132,701,61,-908,-226
285,-1255,412,21,643,-51,-784,-310
557,201,-215,-344,-298,-467,326,376
811,-732,272,139,365,-288,-429,124
801,-953,13,107,592,-117,-496,86
617,51,-260,-458,-210,-446,238,421
321,-1424,426,-94,774,62,-1065,-201
839,-995,173,65,497,-261,-477,74
712,-1043,72,47,612,-105,-694,28
695,-971,159,203,444,-297,-369,-129
439,-1387,472,-88,749,40,-990,-84
580,35,-222,-248,-184,-344,250,398
813,-1098,78,145,559,-228,-391,-21
454,-83,-149,-293,-159,-327,20,301
301,-1467,241,-109,880,153,-1053,-227
535,165,-152,-381,-370,-596,379,285
815,-1172,-50,-187,571,-370,-431,-78
357,-1242,398,-76,728,70,-978,-119
313,-1547,158,-285,890,52,-1028,-286
360,255,-312,15,-212,-214,319,241
617,-917,109,367,487,-163,-378,-159
670,16,-194,-586,-255,-555,223,447
812,-923,-36,21,522,-267,-330,7
640,-1007,-105,165,617,-114,-449,-138
258,-1189,314,-6,746,131,-966,-202
692,353,81,-309,-479,-599,379,546
221,-1187,121,133,829,237,-819,-277
104,-1243,180,98,813,212,-956,-386
501,26,-307,-254,-131,-278,183,345
212,-1638,166,-1,937,163,-982,-423
612,-958,66,339,531,-131,-419,-159
386,197,-142,7,-315,-370,370,194
348,-1402,449,-8,723,6,-908,-233
797,-1054,77,56,507,-314,-369,-55
589,-963,7,243,566,-110,-503,-154
766,-898,119,130,426,-330,-304,-55
633,-901,-40,379,594,-23,-402,-94
180,-1561,216,-12,938,233,-1133,-352
447,-1407,339,-146,788,31,-916,-118
365,43,-408,-236,-96,-219,132,227
961,-777,322,-4,323,-423,-352,214
766,-1188,100,-24,652,-130,-749,47
710,-713,304,444,412,-100,-462,81
570,126,-383,-301,-199,-395,417,341
700,-845,-6,297,523,-132,-318,-55
877,-941,128,-1,504,-257,-474,136
355,-1203,253,1,785,153,-875,-128
692,-895,-50,170,574,-113,-442,-36
683,-836,44,292,548,-59,-472,6
712,-693,87,165,393,-269,-318,-15
334,-1132,391,-6,673,50,-872,-147
539,157,33,-168,-348,-440,222,394
307,-1364,409,131,817,217,-1029,-165
596,248,-201,-303,-375,-571,520,340
567,-1139,-135,189,706,-25,-583,-201
707,-820,111,197,443,-235,-378,-38
318,-1418,94,-176,918,173,-995,-211
293,182,-268,-13,-212,-234,225,167
682,-1101,-48,74,619,-166,-512,-116
580,48,-191,-413,-194,-375,105,449
594,-905,129,251,449,-236,-426,-182
332,-1180,331,-9,699,45,-825,-190
371,-1549,162,-354,934,110,-1137,-165
820,-1021,68,14,591,-159,-582,104
407,348,-236,-104,-288,-299,293,321
170,-1419,156,-64,923,256,-1141,-301
210,-1236,347,120,740,141,-924,-287
356,-1456,223,-154,869,114,-994,-194
300,-1405,255,56,834,146,-884,-267
445,222,-201,-235,-276,-368,224,322
525,33,-412,-389,-81,-258,135,393
765,-1207,66,-30,637,-183,-660,-9
444,201,-222,-122,-242,-305,267,313
104,-1231,334,354,801,312,-970,-342
408,-1607,198,-406,910,30,-1103,-179
95,-1286,202,274,839,281,-907,-411
364,65,-322,-132,-162,-269,225,190
560,189,-301,-227,-222,-348,362,390
736,-986,48,192,585,-107,-504,7
428,56,-312,-301,-191,-367,217,235
386,61,-237,-152,-227,-360,262,179
616,159,-328,-437,-163,-323,178,515
531,85,-136,-144,-289,-440,379,293
182,-1219,308,146,692,57,-768,-393
246,-1721,9,-288,999,99,-1032,-422
831,-1077,-30,-155,560,-324,-449,-2
74,-1269,209,181,779,169,-869,-472
400,270,-143,-30,-289,-291,254,302
276,-1150,329,154,772,236,-940,-146
501,375,-240,-226,-318,-379,344,396
712,-865,-32,103,551,-146,-463,-1
641,132,-281,-289,-187,-337,310,483
679,-754,217,302,467,-83,-573,71
595,38,-206,-296,-187,-354,212,429
372,-1227,542,82,650,28,-885,-137
768,-924,340,120,388,-326,-519,25
891,-724,319,82,225,-542,-145,46
612,-1080,-127,73,669,-85,-587,-142
575,-924,154,316,484,-156,-502,-161
445,-120,-420,-297,-20,-207,89,272
666,-1025,-30,52,657,-47,-699,-3
683,-927,201,155,415,-315,-429,-108
156,-1271,230,99,850,275,-1055,-283
567,-118,-287,-298,-117,-347,229,328
396,-1560,308,-272,856,34,-1074,-179
141,-1406,340,150,751,76,-876,-467
893,-1039,204,-19,474,-342,-455,88
737,-1008,152,68,495,-264,-517,-33
263,-1300,376,158,762,154,-907,-254
418,-1336,525,-78,695,-1,-977,-102
776,-973,75,207,566,-125,-463,39
28,-1374,167,235,912,350,-1061,-448
735,-1252,9,-45,695,-126,-725,-23
584,277,-131,-289,-407,-578,479,354
325,-1426,300,-127,837,117,-1054,-192
268,-1491,384,69,848,182,-1068,-255
554,185,-61,-75,-289,-342,284,422
743,-1081,279,59,453,-332,-560,-52
636,-783,23,143,437,-261,-358,-123
402,-1621,235,-338,934,97,-1163,-149
159,-1392,229,74,814,133,-914,-416
754,-989,137,247,496,-224,-367,-51
603,-792,193,276,462,-116,-588,-33
779,-969,223,97,476,-247,-541,45
901,-974,247,-95,445,-356,-535,150
570,324,-265,-239,-342,-477,515,365
385,-1539,264,-259,867,53,-1050,-187
587,360,-103,-146,-367,-419,403,462
344,-1236,306,-30,704,5,-774,-229
198,-1427,90,-118,902,170,-1008,-347
405,320,-252,-55,-247,-236,268,332
298,217,-300,80,-182,-153,247,199
752,-1141,116,-18,545,-285,-558,-60
665,-1009,142,132,548,-147,-643,-38
805,-889,161,177,408,-338,-259,-24
113,-1694,-57,-107,1087,304,-1140,-469
475,222,-45,-39,-298,-308,218,381
867,-696,176,156,351,-338,-220,107
879,-890,336,15,326,-459,-370,74
670,201,-106,-346,-305,-455,282,528
302,-1627,96,-274,1003,188,-1160,-246
496,-26,-253,-298,-225,-464,320,219
434,112,-316,-237,-128,-211,96,352
561,-968,-78,306,633,-9,-514,-159
656,433,-63,-222,-479,-588,570,463
622,-1052,15,185,683,35,-751,-20
303,-1244,290,38,789,169,-933,-176
264,-1618,108,-244,948,113,-1065,-340
668,-928,134,198,454,-262,-406,-121
201,-1455,250,-104,803,42,-974,-395
125,-1280,348,276,837,337,-1086,-288
599,-85,-213,-328,-108,-293,89,446
163,-1301,245,202,833,253,-940,-333
796,-815,143,185,516,-104,-531,156
850,-932,157,-33,460,-321,-464,88
91,-1385,34,185,968,369,-980,-411
798,-1135,15,-143,650,-168,-711,77
175,-1538,-3,-162,1049,326,-1203,-306
740,-1021,31,96,653,-30,-685,85
547,218,-34,-89,-275,-287,177,483
394,82,-68,-153,-244,-310,55,292
272,-1512,235,-228,913,165,-1205,-220
335,252,-288,-89,-254,-300,292,199
926,-887,136,-38,471,-298,-424,184
589,96,-179,-215,-168,-258,150,495
164,-1283,157,38,807,147,-881,-380
322,-1348,491,62,749,120,-1030,-164
59,-1320,234,227,805,208,-915,-481
620,-849,170,356,511,-58,-565,-30
395,388,-187,60,-330,-296,406,284
535,149,-222,-293,-242,-384,251,380
829,-809,36,92,537,-132,-470,162
788,-778,237,61,343,-381,-375,33
717,-799,5,128,491,-196,-391,-8
325,-1429,128,-199,893,130,-990,-220
921,-961,70,-128,481,-366,-382,111
609,-885,207,275,457,-174,-539,-96
-18,-1653,-112,74,1140,460,-1191,-544
730,-1070,122,60,606,-112,-711,45
552,132,-49,-180,-266,-346,167,441
692,-865,208,248,415,-259,-401,-68
635,-747,103,240,377,-296,-282,-144
496,253,-125,-169,-282,-325,203,415
103,-1642,5,-46,1036,283,-1106,-476
385,354,-325,-182,-294,-355,355,256
780,-809,109,24,459,-247,-482,82
318,-1427,296,-224,766,-31,-958,-276
497,297,-140,-94,-291,-307,274,411
301,-1355,394,-87,676,-82,-842,-319
530,-79,-222,-410,-194,-453,182,292
344,160,-317,-59,-165,-199,207,231
799,-970,248,15,450,-306,-555,57
436,89,-296,-283,-109,-191,3,384
259,-1350,211,67,934,349,-1114,-155
721,190,-108,-387,-329,-521,360,535
248,-1585,297,-95,875,111,-1089,-330
277,-1503,29,-300,1023,269,-1223,-184
647,219,-46,-349,-391,-572,366,449
686,-883,87,128,498,-192,-504,-31
964,-904,280,-129,392,-415,-467,209
467,377,-173,-72,-316,-311,325,388
88,-1399,237,79,849,209,-1059,-425
699,-1019,3,46,611,-120,-619,-11
460,37,-153,-288,-255,-430,188,265
297,-1501,302,-149,876,145,-1145,-211
376,-1423,426,21,819,159,-1042,-120
743,-823,250,81,376,-330,-469,14
727,-972,142,134,517,-192,-538,-4
408,-1355,389,-214,686,-108,-860,-198
157,-1560,65,-60,1063,391,-1264,-292
335,-1279,177,-34,845,182,-907,-164
795,-949,-29,55,602,-124,-504,80
426,40,-369,-274,-52,-142,0,366
748,-752,122,136,347,-384,-217,-65
722,-896,276,136,427,-255,-562,17
171,-1272,313,242,866,364,-1094,-223
164,-1544,419,21,799,86,-1096,-408
188,-1591,137,-133,1000,269,-1228,-313
455,-1297,472,-116,682,-36,-892,-87
350,-1474,219,-270,903,141,-1145,-146
686,301,10,-233,-395,-489,360,552
517,111,-126,-159,-331,-497,425,255
748,-1038,136,185,541,-184,-491,-21
88,-1286,344,236,815,289,-1084,-345
300,303,-245,58,-248,-205,264,217
224,-1207,291,109,707,70,-778,-335
830,-700,250,112,287,-427,-237,49
333,-1282,446,-14,646,-64,-808,-260
314,120,-397,-151,-144,-232,203,170
306,-1287,252,-83,766,61,-882,-239
287,-1239,231,25,817,198,-939,-184
248,-1517,292,67,863,160,-977,-331
222,-1468,151,46,1008,393,-1181,-209
349,-1713,77,-404,967,33,-1053,-309
177,-1348,288,50,815,178,-1028,-323
636,229,-225,-366,-284,-448,341,475
437,18,-300,-163,-114,-219,149,297
185,-1482,310,34,888,236,-1156,-302
737,-863,61,228,568,-53,-529,81
624,22,-314,-428,-159,-388,240,431
826,-1017,163,-73,513,-277,-595,89
76,-1452,59,86,988,359,-1105,-410
574,4,-366,-441,-88,-286,105,442
304,-1364,291,9,812,135,-938,-229
710,-898,150,247,507,-140,-500,5
432,-1238,601,-10,615,-45,-894,-86
239,-1320,235,73,798,135,-859,-317
691,-953,-104,73,612,-119,-492,-45
420,-2,-498,-244,-38,-189,190,254
296,-1203,463,130,722,162,-984,-144
126,-1395,54,59,915,244,-937,-424
797,-1059,88,82,524,-274,-405,-32
175,-1281,326,280,769,196,-850,-357
234,-1561,206,-141,924,169,-1134,-308
811,-1068,136,90,560,-197,-534,49
183,-1199,235,63,725,81,-812,-365
147,-1321,293,101,788,162,-977,-369
263,-1631,122,-143,1017,256,-1167,-270
776,-610,293,309,285,-313,-249,60
297,-1343,410,105,814,220,-1061,-155
339,352,-160,110,-284,-203,268,283
562,376,-95,-160,-390,-445,404,432
452,134,-175,-206,-315,-474,356,220
461,71,-331,-141,-170,-301,327,256
642,180,52,-177,-371,-481,317,475
825,-1132,62,36,599,-207,-509,26
211,-1595,135,-116,951,178,-1077,-369
245,-1070,363,190,634,59,-712,-281
227,-1262,300,39,789,175,-1000,-243
472,-211,-467,-447,-31,-335,151,208
320,-106,-524,-230,14,-145,90,148
465,6,-227,-277,-159,-304,98,322
231,-1389,105,-3,958,316,-1071,-231
708,-1025,-1,225,629,-59,-515,-25
220,-1541,296,-55,891,178,-1145,-306
723,-708,133,351,412,-189,-277,0
237,-1481,182,-136,898,160,-1078,-297
787,-965,-75,-57,538,-289,-366,-31
120,-1566,-92,-74,1047,298,-1042,-450
503,166,-386,-137,-151,-241,345,349
822,-694,330,207,338,-278,-412,149
195,-1363,88,-52,943,294,-1093,-261
887,-649,407,181,230,-431,-259,147
358,185,-273,-171,-266,-374,297,177
688,369,67,-228,-456,-537,390,560
347,280,-306,137,-194,-138,331,253
699,-813,264,295,409,-208,-457,-3
538,36,-433,-471,-164,-433,310,296
578,-866,-26,188,518,-164,-446,-165
854,-1094,175,-50,531,-284,-571,80
772,-890,61,153,531,-156,-451,52
67,-1479,312,144,861,232,-1119,-449
694,-1062,35,166,692,39,-747,59
680,-5,-205,-506,-213,-483,219,469
513,618,-134,16,-463,-410,578,415
535,122,-160,-238,-264,-403,269,361
177,-1372,270,98,808,153,-938,-373
261,-1604,200,-168,905,98,-1053,-344
520,248,-283,-97,-160,-163,217,472
309,-1360,385,-25,749,54,-946,-237
633,247,68,-159,-415,-509,364,467
668,-986,193,184,431,-315,-413,-154
61,-1604,-24,27,1045,331,-1089,-503
115,-1429,131,76,887,212,-961,-447
729,-807,207,186,362,-340,-321,-55
488,189,-412,-154,-166,-267,381,319
940,-935,125,-112,508,-280,-509,216
520,86,-238,-327,-248,-443,288,309
300,-1298,149,32,886,252,-933,-184
270,-4,-404,-98,-88,-187,153,101
468,283,-179,-66,-351,-429,473,265
300,-1480,299,-118,831,79,-1021,-263
44,-1395,276,174,818,198,-1015,-492
188,-1440,135,91,1019,437,-1197,-220
571,-1014,-48,218,601,-101,-510,-190
818,-838,465,317,312,-330,-385,71
426,67,-462,-190,-46,-138,163,314
183,-1349,221,213,836,220,-860,-368
654,154,-272,-362,-252,-455,395,443
574,291,-136,-207,-405,-551,523,338
872,-730,215,121,349,-354,-272,115
469,473,-168,-7,-387,-367,476,356
379,-32,-492,-244,-51,-220,196,186
275,-1296,202,29,846,208,-940,-218
576,300,-271,-161,-246,-304,373,462
856,-1141,-30,-202,537,-417,-370,-54
265,-1529,187,-179,914,149,-1102,-279
256,-1511,-24,-235,952,130,-947,-353
55,-1430,291,158,832,205,-1051,-477
159,-1372,406,161,748,117,-961,-388
254,-1270,58,23,896,256,-889,-244
741,-724,64,233,462,-163,-357,47
429,-1267,396,-93,733,50,-926,-72
423,21,-162,-177,-170,-261,58,310
622,-905,104,182,484,-202,-497,-116
132,-1717,-29,-95,1074,279,-1113,-472
281,-68,-461,-148,-29,-153,108,113
649,131,-77,-524,-325,-550,181,489
517,225,-12,-96,-321,-353,219,419
476,-122,-312,-288,-140,-385,252,202
902,-990,86,-136,557,-238,-585,189
268,-1239,285,-7,710,23,-805,-301
299,-1619,114,-295,900,11,-967,-365
743,121,-267,-529,-241,-500,336,540
390,-136,-450,-267,8,-161,47,230
400,-1465,136,-215,855,27,-838,-232
724,30,-158,-583,-238,-510,172,546
533,250,-139,-117,-348,-447,446,333
277,-1615,429,-84,861,120,-1194,-262
610,205,-252,-215,-160,-214,189,556
871,-1004,255,-157,401,-458,-493,62
380,-1559,238,-358,862,3,-1067,-210
689,-644,94,325,377,-231,-224,-47
309,-1516,250,-71,951,264,-1171,-164
891,-997,29,-133,525,-323,-431,92
637,442,-85,-221,-390,-429,374,559
664,272,-241,-300,-297,-444,442,487
482,373,-207,-11,-264,-222,310,432
366,376,-148,163,-334,-268,414,252
136,-1377,298,113,858,262,-1116,-325
280,-1139,478,204,686,158,-919,-162
652,-692,199,404,424,-109,-431,5
353,-1178,380,-30,709,77,-918,-119
872,-876,265,-48,340,-468,-360,62
738,-725,171,208,388,-257,-357,21
121,-1462,194,72,859,166,-962,-461
554,49,-288,-349,-124,-270,101,446
669,-924,68,110,574,-88,-657,17
604,-27,-249,-461,-136,-351,81,460
879,-1091,91,50,530,-302,-359,23
752,205,36,-357,-378,-540,307,596
754,-1004,-60,-59,661,-78,-683,88
859,-918,187,31,395,-406,-308,25
411,223,-298,-132,-206,-255,243,303
619,-1006,87,224,632,7,-734,-15
243,-1339,260,-3,797,116,-933,-297
882,-809,149,117,381,-370,-203,64
295,-1643,134,-275,918,43,-1013,-352
494,319,-100,31,-346,-351,422,352
505,88,-359,-124,-134,-243,325,329
503,403,-118,-69,-349,-337,341,427
518,-53,-288,-355,-80,-246,22,401
339,-1524,186,-112,867,67,-882,-295
239,-1278,448,193,760,204,-1012,-216
602,114,-187,-420,-241,-425,185,458
398,-1212,516,39,619,-41,-792,-155
957,-923,182,-104,462,-334,-469,213
448,-1514,203,-297,872,33,-964,-147
784,-841,274,85,329,-422,-345,-16
448,311,-216,61,-207,-139,248,413
287,-1478,221,-190,916,191,-1175,-194
912,-946,154,-46,441,-378,-363,101
846,-874,110,128,513,-177,-442,136
801,-883,257,75,313,-486,-254,-65
772,-1055,-53,-97,640,-154,-626,47
218,-1658,201,-93,1008,275,-1246,-295
710,-1107,-55,53,695,-46,-664,1
831,-754,101,57,451,-236,-415,140
667,84,-213,-362,-191,-363,219,522
583,-899,174,288,533,-53,-671,-51
266,-1320,482,139,731,126,-985,-232
925,-768,358,112,310,-397,-325,174
434,-1354,429,-138,731,0,-946,-106
899,-1048,178,-235,475,-401,-564,114
822,-602,276,178,319,-288,-363,163
705,-999,220,211,472,-238,-491,-66
372,208,-406,-65,-145,-178,277,258
351,-1465,296,-244,820,33,-1046,-203
209,-1568,60,-70,1012,282,-1098,-327
308,-1298,331,45,692,-20,-722,-319
150,-1496,95,17,953,259,-1038,-393
193,-1430,85,55,935,261,-955,-349
312,-1701,160,-240,952,86,-1058,-326
820,-1232,-56,-198,618,-326,-500,-58
760,-963,70,195,513,-218,-358,-39
165,-1443,43,88,957,288,-941,-386
676,-813,127,417,542,4,-507,41
489,292,-259,-159,-245,-287,285,396
526,161,-315,-322,-175,-300,193,416
651,-851,4,377,547,-63,-372,-73
305,-1156,338,95,666,28,-720,-253
134,-1356,77,37,877,202,-914,-419
767,112,-240,-559,-250,-521,323,565
589,360,-310,-231,-256,-320,378,491
85,-1307,220,330,876,356,-975,-385
421,-1213,485,-9,659,3,-857,-95
275,-1370,149,-174,905,209,-1106,-188
827,-862,396,145,345,-350,-465,93
212,-1487,343,109,815,125,-953,-377
327,100,-450,-78,-84,-144,213,196
666,154,-208,-331,-245,-412,320,499
319,-1459,193,-97,820,29,-826,-323
354,322,-270,144,-239,-179,373,252
297,-1472,260,-20,896,206,-1054,-218
687,-1137,54,24,574,-237,-562,-121
239,-1426,116,-99,896,167,-984,-309
315,88,-405,-13,-101,-147,231,172
299,49,-397,-90,-111,-197,196,138
595,434,-145,-139,-356,-373,405,510
687,-900,90,117,548,-114,-622,28
703,-801,-27,110,520,-160,-437,0
123,-1388,149,110,901,274,-1011,-385
394,147,-315,-230,-246,-394,318,188
709,-929,6,114,591,-92,-570,24
632,181,-297,-333,-165,-281,212,543
789,-831,171,33,345,-441,-275,-42
542,156,-355,-177,-171,-285,360,373
718,-1102,122,74,495,-327,-432,-141
566,-53,-207,-345,-189,-416,212,343
295,-1601,105,-146,930,103,-931,-351
704,-1065,105,187,532,-220,-448,-108
265,-1356,325,34,843,220,-1077,-194
528,-244,-387,-481,-50,-372,123,262
839,-821,123,136,488,-184,-432,144
434,41,-298,-265,-86,-175,-7,372
919,-1000,81,-68,540,-267,-470,155
402,275,-163,-23,-306,-326,325,270
808,-1112,99,1,548,-275,-496,-7
22,-1337,284,231,843,295,-1094,-438
412,326,-205,56,-299,-286,404,282
587,219,-22,-324,-384,-534,283,423
225,-1634,199,-138,994,254,-1252,-281
227,-1672,201,-113,933,125,-1068,-396
490,-1051,-69,292,677,34,-651,-209
336,-1667,283,-194,947,153,-1186,-215
529,-14,-216,-310,-179,-366,174,344
539,447,-129,-133,-370,-374,367,465
787,-771,291,196,341,-330,-357,44
122,-1240,301,275,757,195,-857,-400
193,-1557,225,-96,922,192,-1160,-337
602,-781,45,246,462,-177,-405,-120
636,-752,109,349,419,-196,-311,-107
453,-1416,397,-219,744,-45,-937,-125
641,40,-206,-588,-263,-557,220,423
757,-1067,288,132,471,-277,-557,-17
613,0,-307,-377,-173,-412,303,381
645,-1050,-178,71,663,-106,-490,-135
712,-897,26,4,575,-116,-655,66
124,-1389,249,121,918,348,-1185,-297
787,-1197,197,14,573,-233,-652,8
433,493,-150,73,-378,-310,446,351
424,230,-229,-103,-275,-344,335,266
915,-848,178,-64,406,-378,-383,151
786,-968,332,65,382,-380,-492,4
198,-1511,32,-119,945,173,-975,-393
693,-826,200,202,417,-245,-448,-30
495,-71,-262,-242,-165,-374,258,247
583,91,-195,-405,-204,-369,118,467
305,-1356,184,57,900,263,-961,-186
497,25,-359,-399,-147,-357,188,314
224,-1338,409,190,716,76,-835,-359
460,-17,-165,-259,-139,-252,-12,366
372,-1153,334,4,725,105,-863,-103
305,-1451,83,-213,944,191,-1059,-211
770,-906,79,51,507,-222,-484,39
339,-1251,334,-77,670,-61,-764,-261
833,-1056,-15,-170,602,-232,-590,84
827,-969,142,92,449,-340,-324,-8
489,239,-393,-115,-157,-207,333,374
247,-1256,215,162,784,156,-766,-312
739,-1189,-83,-83,696,-135,-655,-27
604,228,-267,-325,-215,-327,243,507
869,-1021,144,-48,482,-345,-438,59
497,274,-294,-254,-245,-333,284,385
414,67,-217,-132,-146,-204,80,323
207,-1113,304,102,688,96,-825,-293
605,247,13,-220,-434,-574,420,395
230,-1510,135,-103,990,297,-1192,-239
854,-961,188,114,450,-313,-360,47
776,-984,282,194,433,-289,-449,-6
646,-749,189,339,421,-162,-430,-38
271,-1390,244,-91,774,16,-867,-337
249,-1360,354,124,825,219,-1024,-232
152,-1231,390,321,689,118,-770,-411
226,-1166,320,24,709,92,-907,-263
168,-1452,370,-6,784,86,-1061,-382
987,-1000,70,-172,491,-392,-356,155
174,-1541,98,-78,1026,343,-1235,-288
755,-889,186,236,443,-244,-376,-11
330,-1398,103,-144,869,103,-870,-255
800,-674,64,180,440,-194,-321,112
579,322,-110,-269,-394,-516,403,411
408,17,-291,-238,-117,-232,66,291
326,-1417,187,-161,901,184,-1072,-166
592,-836,189,323,479,-103,-571,-66
729,-993,25,222,584,-114,-452,-25
33,-1291,266,261,853,337,-1089,-399
754,-866,201,99,384,-358,-373,-35
207,-1458,264,-67,817,80,-995,-372
484,167,-155,-122,-261,-338,269,339
422,-1454,315,-185,818,43,-973,-142
670,-818,174,198,452,-185,-521,-11
751,-866,77,179,543,-106,-514,75
655,272,-351,-301,-257,-415,494,461
398,-1302,331,-99,664,-117,-681,-260
842,-1160,79,-45,600,-233,-564,48
829,-889,35,9,534,-200,-475,113
67,-1231,204,230,812,260,-933,-417
435,-1236,313,-83,797,150,-963,-16
652,-728,218,305,418,-152,-493,3
97,-1660,1,-3,1094,385,-1200,-428
701,-809,271,380,420,-166,-432,3
522,-1416,397,-224,779,3,-962,-24
543,-95,-372,-451,-54,-282,59,385
413,-1,-237,-177,-156,-279,138,252
478,-1387,218,-233,836,56,-904,-78
218,-1344,511,202,699,86,-932,-325
